"","state","date","deaths_covid19","deaths_pneumonia_2019","deaths_pneumonia_2020","deaths_respiratory_failure_2019","deaths_respiratory_failure_2020","epidemiological_week_2019","epidemiological_week_2020","new_deaths_covid19","new_deaths_pneumonia_2019","new_deaths_pneumonia_2020","new_deaths_respiratory_failure_2019","new_deaths_respiratory_failure_2020"
"277","DF",2020-04-04,22,736,821,407,483,14,14,3,11,9,9,9
"250","DF",2020-04-05,25,743,832,412,489,14,15,3,7,11,5,6
"223","DF",2020-04-06,25,756,844,417,493,14,15,0,13,12,5,4
"196","DF",2020-04-07,25,766,850,422,499,15,15,0,10,6,5,6
"169","DF",2020-04-08,26,771,855,423,502,15,15,1,5,5,1,3
"142","DF",2020-04-09,26,775,860,426,505,15,15,0,4,5,3,3
"115","DF",2020-04-10,26,781,863,429,507,15,15,0,6,3,3,2
"88","DF",2020-04-11,27,793,870,433,510,15,15,1,12,7,4,3
"61","DF",2020-04-12,29,797,876,436,511,15,16,2,4,6,3,1
"34","DF",2020-04-13,29,809,876,445,513,15,16,0,12,0,9,2
"7","DF",2020-04-14,29,821,876,454,513,16,16,0,12,0,9,0
"2816","ES",2020-01-01,0,17,0,15,0,1,1,0,17,0,15,0
"2789","ES",2020-01-02,0,20,11,18,3,1,1,0,3,11,3,3
"2762","ES",2020-01-03,0,35,24,33,11,1,1,0,15,13,15,8
"2735","ES",2020-01-04,0,53,39,37,19,1,1,0,18,15,4,8
"2708","ES",2020-01-05,0,69,52,44,25,1,2,0,16,13,7,6
"2681","ES",2020-01-06,0,85,66,54,33,2,2,0,16,14,10,8
"2654","ES",2020-01-07,0,97,74,61,40,2,2,0,12,8,7,7
"2627","ES",2020-01-08,0,113,83,67,42,2,2,0,16,9,6,2
"2600","ES",2020-01-09,0,126,95,76,53,2,2,0,13,12,9,11
"2573","ES",2020-01-10,0,135,102,83,60,2,2,0,9,7,7,7
"2546","ES",2020-01-11,0,145,107,92,68,2,2,0,10,5,9,8
"2519","ES",2020-01-12,0,160,117,96,71,2,3,0,15,10,4,3
"2492","ES",2020-01-13,0,174,132,101,81,3,3,0,14,15,5,10
"2465","ES",2020-01-14,0,181,151,104,92,3,3,0,7,19,3,11
"2438","ES",2020-01-15,0,192,167,109,103,3,3,0,11,16,5,11
"2411","ES",2020-01-16,0,209,181,117,115,3,3,0,17,14,8,12
"2384","ES",2020-01-17,0,219,193,123,123,3,3,0,10,12,6,8
"2357","ES",2020-01-18,0,229,208,133,136,3,3,0,10,15,10,13
"2330","ES",2020-01-19,0,241,222,144,141,3,4,0,12,14,11,5
"2303","ES",2020-01-20,0,252,237,155,145,4,4,0,11,15,11,4
"2276","ES",2020-01-21,0,262,253,160,151,4,4,0,10,16,5,6
"2249","ES",2020-01-22,0,276,263,166,161,4,4,0,14,10,6,10
"2222","ES",2020-01-23,0,286,279,177,172,4,4,0,10,16,11,11
"2195","ES",2020-01-24,0,300,295,189,179,4,4,0,14,16,12,7
"2168","ES",2020-01-25,0,308,305,195,184,4,4,0,8,10,6,5
"2141","ES",2020-01-26,0,320,318,201,187,4,5,0,12,13,6,3
"2114","ES",2020-01-27,0,331,327,207,193,5,5,0,11,9,6,6
"2087","ES",2020-01-28,0,345,337,218,199,5,5,0,14,10,11,6
"2060","ES",2020-01-29,0,359,339,224,206,5,5,0,14,2,6,7
"2033","ES",2020-01-30,0,374,353,234,210,5,5,0,15,14,10,4
"2006","ES",2020-01-31,0,381,366,244,216,5,5,0,7,13,10,6
"1979","ES",2020-02-01,0,394,376,251,224,5,5,0,13,10,7,8
"1952","ES",2020-02-02,0,412,391,257,230,5,6,0,18,15,6,6
"1925","ES",2020-02-03,0,420,408,259,240,6,6,0,8,17,2,10
"1898","ES",2020-02-04,0,434,420,268,248,6,6,0,14,12,9,8
"1871","ES",2020-02-05,0,448,429,273,250,6,6,0,14,9,5,2
"1844","ES",2020-02-06,0,459,440,280,253,6,6,0,11,11,7,3
"1817","ES",2020-02-07,0,469,454,285,259,6,6,0,10,14,5,6
"1790","ES",2020-02-08,0,483,463,292,270,6,6,0,14,9,7,11
"1763","ES",2020-02-09,0,492,473,295,277,6,7,0,9,10,3,7
"1736","ES",2020-02-10,0,505,487,302,281,7,7,0,13,14,7,4
"1709","ES",2020-02-11,0,519,506,306,286,7,7,0,14,19,4,5
"1682","ES",2020-02-12,0,525,519,307,294,7,7,0,6,13,1,8
"1655","ES",2020-02-13,0,536,535,310,295,7,7,0,11,16,3,1
"1628","ES",2020-02-14,0,543,543,314,300,7,7,0,7,8,4,5
"1601","ES",2020-02-15,0,552,553,319,305,7,7,0,9,10,5,5
"1574","ES",2020-02-16,0,556,564,324,313,7,8,0,4,11,5,8
"1547","ES",2020-02-17,0,567,574,333,318,8,8,0,11,10,9,5
"1520","ES",2020-02-18,0,575,589,339,323,8,8,0,8,15,6,5
"1493","ES",2020-02-19,0,588,599,344,326,8,8,0,13,10,5,3
"1466","ES",2020-02-20,0,595,610,354,337,8,8,0,7,11,10,11
"1439","ES",2020-02-21,0,603,622,357,341,8,8,0,8,12,3,4
"1412","ES",2020-02-22,0,615,635,361,350,8,8,0,12,13,4,9
"1385","ES",2020-02-23,0,624,642,367,356,8,9,0,9,7,6,6
"1358","ES",2020-02-24,0,642,650,376,365,9,9,0,18,8,9,9
"1331","ES",2020-02-25,0,656,659,381,372,9,9,0,14,9,5,7
"1304","ES",2020-02-26,0,676,669,388,378,9,9,0,20,10,7,6
"1277","ES",2020-02-27,0,689,677,398,383,9,9,0,13,8,10,5
"1250","ES",2020-02-28,0,697,685,402,384,9,9,0,8,8,4,1
"1223","ES",2020-02-29,0,697,701,402,390,9,9,0,0,16,0,6
"1196","ES",2020-03-01,0,717,714,413,404,9,10,0,20,13,11,14
"1169","ES",2020-03-02,0,727,726,420,407,9,10,0,10,12,7,3
"1142","ES",2020-03-03,0,734,734,429,413,10,10,0,7,8,9,6
"1115","ES",2020-03-04,0,746,740,432,416,10,10,0,12,6,3,3
"1088","ES",2020-03-05,0,763,758,439,423,10,10,0,17,18,7,7
"1061","ES",2020-03-06,0,781,765,447,430,10,10,0,18,7,8,7
"1034","ES",2020-03-07,0,799,780,455,438,10,10,0,18,15,8,8
"1007","ES",2020-03-08,0,809,791,461,446,10,11,0,10,11,6,8
"980","ES",2020-03-09,0,824,811,464,452,10,11,0,15,20,3,6
"953","ES",2020-03-10,0,837,826,470,459,11,11,0,13,15,6,7
"926","ES",2020-03-11,0,853,841,479,464,11,11,0,16,15,9,5
"899","ES",2020-03-12,0,864,850,486,464,11,11,0,11,9,7,0
"872","ES",2020-03-13,0,875,862,492,469,11,11,0,11,12,6,5
"845","ES",2020-03-14,0,885,880,499,478,11,11,0,10,18,7,9
"818","ES",2020-03-15,0,900,890,507,488,11,12,0,15,10,8,10
"791","ES",2020-03-16,0,913,908,510,497,11,12,0,13,18,3,9
"764","ES",2020-03-17,0,925,923,514,504,12,12,0,12,15,4,7
"737","ES",2020-03-18,0,938,931,524,507,12,12,0,13,8,10,3
"710","ES",2020-03-19,0,954,947,531,517,12,12,0,16,16,7,10
"683","ES",2020-03-20,0,965,959,539,524,12,12,0,11,12,8,7
"656","ES",2020-03-21,0,983,973,544,530,12,12,0,18,14,5,6
"629","ES",2020-03-22,0,992,986,546,536,12,13,0,9,13,2,6
"602","ES",2020-03-23,0,1010,1000,555,542,12,13,0,18,14,9,6
"575","ES",2020-03-24,0,1022,1011,557,552,13,13,0,12,11,2,10
"548","ES",2020-03-25,0,1040,1025,562,556,13,13,0,18,14,5,4
"521","ES",2020-03-26,0,1056,1040,568,559,13,13,0,16,15,6,3
"494","ES",2020-03-27,0,1067,1053,572,569,13,13,0,11,13,4,10
"467","ES",2020-03-28,0,1083,1065,576,572,13,13,0,16,12,4,3
"440","ES",2020-03-29,0,1097,1082,587,579,13,14,0,14,17,11,7
"413","ES",2020-03-30,0,1106,1092,590,585,13,14,0,9,10,3,6
"386","ES",2020-03-31,0,1118,1106,596,591,14,14,0,12,14,6,6
"359","ES",2020-04-01,3,1132,1115,601,602,14,14,3,14,9,5,11
"332","ES",2020-04-02,5,1148,1123,611,608,14,14,2,16,8,10,6
"305","ES",2020-04-03,6,1156,1133,614,614,14,14,1,8,10,3,6
"278","ES",2020-04-04,7,1169,1147,620,617,14,14,1,13,14,6,3
"251","ES",2020-04-05,10,1178,1159,625,621,14,15,3,9,12,5,4
"224","ES",2020-04-06,10,1193,1169,638,621,14,15,0,15,10,13,0
"197","ES",2020-04-07,10,1206,1184,642,628,15,15,0,13,15,4,7
"170","ES",2020-04-08,12,1225,1189,652,632,15,15,2,19,5,10,4
"143","ES",2020-04-09,12,1237,1194,656,637,15,15,0,12,5,4,5
"116","ES",2020-04-10,14,1249,1203,663,639,15,15,2,12,9,7,2
"89","ES",2020-04-11,15,1261,1208,669,640,15,15,1,12,5,6,1
"62","ES",2020-04-12,19,1273,1213,682,643,15,16,4,12,5,13,3
"35","ES",2020-04-13,19,1283,1213,690,643,15,16,0,10,0,8,0
"8","ES",2020-04-14,19,1297,1213,701,643,16,16,0,14,0,11,0
"2817","GO",2020-01-01,0,16,0,14,0,1,1,0,16,0,14,0
"2790","GO",2020-01-02,0,26,14,32,18,1,1,0,10,14,18,18
"2763","GO",2020-01-03,0,38,29,48,32,1,1,0,12,15,16,14
"2736","GO",2020-01-04,0,55,41,56,43,1,1,0,17,12,8,11
"2709","GO",2020-01-05,0,71,58,65,60,1,2,0,16,17,9,17
"2682","GO",2020-01-06,0,93,72,77,71,2,2,0,22,14,12,11
"2655","GO",2020-01-07,0,105,84,87,87,2,2,0,12,12,10,16
"2628","GO",2020-01-08,0,124,100,99,100,2,2,0,19,16,12,13
"2601","GO",2020-01-09,0,135,121,113,113,2,2,0,11,21,14,13
"2574","GO",2020-01-10,0,147,143,125,127,2,2,0,12,22,12,14
"2547","GO",2020-01-11,0,163,163,137,141,2,2,0,16,20,12,14
"2520","GO",2020-01-12,0,184,176,152,149,2,3,0,21,13,15,8
"2493","GO",2020-01-13,0,197,192,164,161,3,3,0,13,16,12,12
"2466","GO",2020-01-14,0,210,212,179,172,3,3,0,13,20,15,11
"2439","GO",2020-01-15,0,229,234,189,187,3,3,0,19,22,10,15
"2412","GO",2020-01-16,0,244,250,202,197,3,3,0,15,16,13,10
"2385","GO",2020-01-17,0,266,267,213,205,3,3,0,22,17,11,8
"2358","GO",2020-01-18,0,282,281,222,216,3,3,0,16,14,9,11
"2331","GO",2020-01-19,0,293,295,241,229,3,4,0,11,14,19,13
"2304","GO",2020-01-20,0,314,313,252,246,4,4,0,21,18,11,17
"2277","GO",2020-01-21,0,330,334,266,263,4,4,0,16,21,14,17
"2250","GO",2020-01-22,0,346,350,282,273,4,4,0,16,16,16,10
"2223","GO",2020-01-23,0,360,364,294,286,4,4,0,14,14,12,13
"2196","GO",2020-01-24,0,367,380,305,297,4,4,0,7,16,11,11
"2169","GO",2020-01-25,0,388,398,323,305,4,4,0,21,18,18,8
"2142","GO",2020-01-26,0,417,414,337,323,4,5,0,29,16,14,18
"2115","GO",2020-01-27,0,432,431,351,339,5,5,0,15,17,14,16
"2088","GO",2020-01-28,0,452,446,368,352,5,5,0,20,15,17,13
"2061","GO",2020-01-29,0,465,464,373,363,5,5,0,13,18,5,11
"2034","GO",2020-01-30,0,474,484,381,379,5,5,0,9,20,8,16
"2007","GO",2020-01-31,0,497,499,395,397,5,5,0,23,15,14,18
"1980","GO",2020-02-01,0,512,519,407,412,5,5,0,15,20,12,15
"1953","GO",2020-02-02,0,529,535,422,426,5,6,0,17,16,15,14
"1926","GO",2020-02-03,0,547,551,438,445,6,6,0,18,16,16,19
"1899","GO",2020-02-04,0,560,570,449,459,6,6,0,13,19,11,14
"1872","GO",2020-02-05,0,578,584,457,465,6,6,0,18,14,8,6
"1845","GO",2020-02-06,0,593,602,467,476,6,6,0,15,18,10,11
"1818","GO",2020-02-07,0,612,614,478,491,6,6,0,19,12,11,15
"1791","GO",2020-02-08,0,630,627,493,503,6,6,0,18,13,15,12
"1764","GO",2020-02-09,0,648,648,508,514,6,7,0,18,21,15,11
"1737","GO",2020-02-10,0,659,658,518,528,7,7,0,11,10,10,14
"1710","GO",2020-02-11,0,678,675,536,543,7,7,0,19,17,18,15
"1683","GO",2020-02-12,0,692,693,546,558,7,7,0,14,18,10,15
"1656","GO",2020-02-13,0,711,710,555,571,7,7,0,19,17,9,13
"1629","GO",2020-02-14,0,721,731,564,587,7,7,0,10,21,9,16
"1602","GO",2020-02-15,0,739,742,584,609,7,7,0,18,11,20,22
"1575","GO",2020-02-16,0,760,752,593,624,7,8,0,21,10,9,15
"1548","GO",2020-02-17,0,773,770,604,637,8,8,0,13,18,11,13
"1521","GO",2020-02-18,0,785,783,617,651,8,8,0,12,13,13,14
"1494","GO",2020-02-19,0,795,796,628,671,8,8,0,10,13,11,20
"1467","GO",2020-02-20,0,808,808,635,685,8,8,0,13,12,7,14
"1440","GO",2020-02-21,0,819,824,650,693,8,8,0,11,16,15,8
"1413","GO",2020-02-22,0,837,840,668,709,8,8,0,18,16,18,16
"1386","GO",2020-02-23,0,854,850,680,724,8,9,0,17,10,12,15
"1359","GO",2020-02-24,0,870,864,690,737,9,9,0,16,14,10,13
"1332","GO",2020-02-25,0,886,877,705,755,9,9,0,16,13,15,18
"1305","GO",2020-02-26,0,903,900,722,773,9,9,0,17,23,17,18
"1278","GO",2020-02-27,0,917,913,737,778,9,9,0,14,13,15,5
"1251","GO",2020-02-28,0,937,930,743,788,9,9,0,20,17,6,10
"1224","GO",2020-02-29,0,937,943,743,796,9,9,0,0,13,0,8
"1197","GO",2020-03-01,0,949,964,755,808,9,10,0,12,21,12,12
"1170","GO",2020-03-02,0,963,987,768,820,9,10,0,14,23,13,12
"1143","GO",2020-03-03,0,973,1008,778,837,10,10,0,10,21,10,17
"1116","GO",2020-03-04,0,984,1029,793,849,10,10,0,11,21,15,12
"1089","GO",2020-03-05,0,1000,1047,800,864,10,10,0,16,18,7,15
"1062","GO",2020-03-06,0,1010,1055,810,879,10,10,0,10,8,10,15
"1035","GO",2020-03-07,0,1023,1074,821,896,10,10,0,13,19,11,17
"1008","GO",2020-03-08,0,1034,1094,835,916,10,11,0,11,20,14,20
"981","GO",2020-03-09,0,1046,1116,848,936,10,11,0,12,22,13,20
"954","GO",2020-03-10,0,1069,1128,861,946,11,11,0,23,12,13,10
"927","GO",2020-03-11,0,1081,1151,871,962,11,11,0,12,23,10,16
"900","GO",2020-03-12,0,1100,1168,884,978,11,11,0,19,17,13,16
"873","GO",2020-03-13,0,1122,1186,897,991,11,11,0,22,18,13,13
"846","GO",2020-03-14,0,1139,1202,906,1005,11,11,0,17,16,9,14
"819","GO",2020-03-15,0,1155,1219,924,1020,11,12,0,16,17,18,15
"792","GO",2020-03-16,0,1179,1236,943,1033,11,12,0,24,17,19,13
"765","GO",2020-03-17,0,1196,1259,958,1049,12,12,0,17,23,15,16
"738","GO",2020-03-18,0,1213,1285,968,1072,12,12,0,17,26,10,23
"711","GO",2020-03-19,0,1235,1302,979,1086,12,12,0,22,17,11,14
"684","GO",2020-03-20,0,1254,1316,993,1095,12,12,0,19,14,14,9
"657","GO",2020-03-21,0,1269,1334,1006,1104,12,12,0,15,18,13,9
"630","GO",2020-03-22,0,1283,1359,1020,1124,12,13,0,14,25,14,20
"603","GO",2020-03-23,0,1303,1379,1034,1138,12,13,0,20,20,14,14
"576","GO",2020-03-24,0,1321,1391,1053,1149,13,13,0,18,12,19,11
"549","GO",2020-03-25,0,1344,1412,1067,1159,13,13,0,23,21,14,10
"522","GO",2020-03-26,0,1360,1422,1087,1162,13,13,0,16,10,20,3
"495","GO",2020-03-27,2,1384,1443,1100,1171,13,13,2,24,21,13,9
"468","GO",2020-03-28,3,1407,1461,1114,1183,13,13,1,23,18,14,12
"441","GO",2020-03-29,4,1423,1482,1126,1200,13,14,1,16,21,12,17
"414","GO",2020-03-30,5,1440,1491,1138,1219,13,14,1,17,9,12,19
"387","GO",2020-03-31,7,1458,1501,1151,1224,14,14,2,18,10,13,5
"360","GO",2020-04-01,8,1481,1515,1167,1234,14,14,1,23,14,16,10
"333","GO",2020-04-02,9,1502,1527,1183,1244,14,14,1,21,12,16,10
"306","GO",2020-04-03,10,1526,1541,1197,1251,14,14,1,24,14,14,7
"279","GO",2020-04-04,13,1538,1552,1209,1265,14,14,3,12,11,12,14
"252","GO",2020-04-05,19,1554,1564,1228,1274,14,15,6,16,12,19,9
"225","GO",2020-04-06,21,1573,1571,1242,1281,14,15,2,19,7,14,7
"198","GO",2020-04-07,24,1598,1578,1262,1297,15,15,3,25,7,20,16
"171","GO",2020-04-08,24,1611,1588,1275,1306,15,15,0,13,10,13,9
"144","GO",2020-04-09,24,1629,1591,1296,1308,15,15,0,18,3,21,2
"117","GO",2020-04-10,25,1647,1592,1308,1311,15,15,1,18,1,12,3
"90","GO",2020-04-11,26,1664,1596,1317,1314,15,15,1,17,4,9,3
"63","GO",2020-04-12,28,1684,1597,1331,1317,15,16,2,20,1,14,3
"36","GO",2020-04-13,28,1696,1597,1339,1317,15,16,0,12,0,8,0
"9","GO",2020-04-14,28,1708,1597,1356,1317,16,16,0,12,0,17,0
"2818","MA",2020-01-01,0,6,0,10,0,1,1,0,6,0,10,0
"2791","MA",2020-01-02,0,13,3,15,7,1,1,0,7,3,5,7
"2764","MA",2020-01-03,0,17,5,21,11,1,1,0,4,2,6,4
"2737","MA",2020-01-04,0,23,5,24,14,1,1,0,6,0,3,3
"2710","MA",2020-01-05,0,25,10,32,21,1,2,0,2,5,8,7
"2683","MA",2020-01-06,0,33,17,37,30,2,2,0,8,7,5,9
"2656","MA",2020-01-07,0,38,18,41,34,2,2,0,5,1,4,4
"2629","MA",2020-01-08,0,44,22,46,36,2,2,0,6,4,5,2
"2602","MA",2020-01-09,0,47,24,56,43,2,2,0,3,2,10,7
"2575","MA",2020-01-10,0,52,25,62,48,2,2,0,5,1,6,5
"2548","MA",2020-01-11,0,59,28,63,50,2,2,0,7,3,1,2
"2521","MA",2020-01-12,0,64,32,69,54,2,3,0,5,4,6,4
"2494","MA",2020-01-13,0,66,33,75,56,3,3,0,2,1,6,2
"2467","MA",2020-01-14,0,73,35,81,62,3,3,0,7,2,6,6
"2440","MA",2020-01-15,0,81,40,85,67,3,3,0,8,5,4,5
"2413","MA",2020-01-16,0,84,45,89,69,3,3,0,3,5,4,2
"2386","MA",2020-01-17,0,91,48,95,72,3,3,0,7,3,6,3
"2359","MA",2020-01-18,0,97,52,103,78,3,3,0,6,4,8,6
"2332","MA",2020-01-19,0,104,53,110,78,3,4,0,7,1,7,0
"2305","MA",2020-01-20,0,107,58,114,84,4,4,0,3,5,4,6
"2278","MA",2020-01-21,0,114,62,119,93,4,4,0,7,4,5,9
"2251","MA",2020-01-22,0,117,70,124,104,4,4,0,3,8,5,11
"2224","MA",2020-01-23,0,122,73,131,110,4,4,0,5,3,7,6
"2197","MA",2020-01-24,0,127,75,135,116,4,4,0,5,2,4,6
"2170","MA",2020-01-25,0,131,77,143,119,4,4,0,4,2,8,3
"2143","MA",2020-01-26,0,134,84,149,123,4,5,0,3,7,6,4
"2116","MA",2020-01-27,0,139,88,153,132,5,5,0,5,4,4,9
"2089","MA",2020-01-28,0,146,90,155,136,5,5,0,7,2,2,4
"2062","MA",2020-01-29,0,149,95,162,143,5,5,0,3,5,7,7
"2035","MA",2020-01-30,0,157,97,168,149,5,5,0,8,2,6,6
"2008","MA",2020-01-31,0,165,102,175,156,5,5,0,8,5,7,7
"1981","MA",2020-02-01,0,169,106,179,165,5,5,0,4,4,4,9
"1954","MA",2020-02-02,0,178,109,187,170,5,6,0,9,3,8,5
"1927","MA",2020-02-03,0,183,117,188,181,6,6,0,5,8,1,11
"1900","MA",2020-02-04,0,188,122,192,188,6,6,0,5,5,4,7
"1873","MA",2020-02-05,0,195,126,201,192,6,6,0,7,4,9,4
"1846","MA",2020-02-06,0,200,131,208,196,6,6,0,5,5,7,4
"1819","MA",2020-02-07,0,206,135,215,197,6,6,0,6,4,7,1
"1792","MA",2020-02-08,0,211,139,221,202,6,6,0,5,4,6,5
"1765","MA",2020-02-09,0,215,147,225,206,6,7,0,4,8,4,4
"1738","MA",2020-02-10,0,220,153,233,214,7,7,0,5,6,8,8
"1711","MA",2020-02-11,0,227,162,240,222,7,7,0,7,9,7,8
"1684","MA",2020-02-12,0,234,172,247,230,7,7,0,7,10,7,8
"1657","MA",2020-02-13,0,237,177,252,236,7,7,0,3,5,5,6
"1630","MA",2020-02-14,0,242,181,259,241,7,7,0,5,4,7,5
"1603","MA",2020-02-15,0,246,191,261,249,7,7,0,4,10,2,8
"1576","MA",2020-02-16,0,253,197,268,253,7,8,0,7,6,7,4
"1549","MA",2020-02-17,0,261,202,274,261,8,8,0,8,5,6,8
"1522","MA",2020-02-18,0,272,209,277,270,8,8,0,11,7,3,9
"1495","MA",2020-02-19,0,274,213,282,276,8,8,0,2,4,5,6
"1468","MA",2020-02-20,0,279,221,289,279,8,8,0,5,8,7,3
"1441","MA",2020-02-21,0,279,226,292,285,8,8,0,0,5,3,6
"1414","MA",2020-02-22,0,288,230,300,287,8,8,0,9,4,8,2
"1387","MA",2020-02-23,0,295,231,307,288,8,9,0,7,1,7,1
"1360","MA",2020-02-24,0,298,235,313,293,9,9,0,3,4,6,5
"1333","MA",2020-02-25,0,302,243,319,297,9,9,0,4,8,6,4
"1306","MA",2020-02-26,0,304,251,321,303,9,9,0,2,8,2,6
"1279","MA",2020-02-27,0,311,255,327,308,9,9,0,7,4,6,5
"1252","MA",2020-02-28,0,318,261,329,314,9,9,0,7,6,2,6
"1225","MA",2020-02-29,0,318,266,329,318,9,9,0,0,5,0,4
"1198","MA",2020-03-01,0,325,270,335,321,9,10,0,7,4,6,3
"1171","MA",2020-03-02,0,331,278,339,334,9,10,0,6,8,4,13
"1144","MA",2020-03-03,0,335,281,343,338,10,10,0,4,3,4,4
"1117","MA",2020-03-04,0,338,288,346,343,10,10,0,3,7,3,5
"1090","MA",2020-03-05,0,344,297,354,349,10,10,0,6,9,8,6
"1063","MA",2020-03-06,0,348,309,361,353,10,10,0,4,12,7,4
"1036","MA",2020-03-07,0,352,311,364,357,10,10,0,4,2,3,4
"1009","MA",2020-03-08,0,360,317,369,362,10,11,0,8,6,5,5
"982","MA",2020-03-09,0,365,326,371,369,10,11,0,5,9,2,7
"955","MA",2020-03-10,0,369,334,374,378,11,11,0,4,8,3,9
"928","MA",2020-03-11,0,377,339,380,384,11,11,0,8,5,6,6
"901","MA",2020-03-12,0,384,345,386,393,11,11,0,7,6,6,9
"874","MA",2020-03-13,0,388,350,393,400,11,11,0,4,5,7,7
"847","MA",2020-03-14,0,392,354,400,409,11,11,0,4,4,7,9
"820","MA",2020-03-15,0,397,361,405,415,11,12,0,5,7,5,6
"793","MA",2020-03-16,0,400,366,411,423,11,12,0,3,5,6,8
"766","MA",2020-03-17,0,408,373,417,428,12,12,0,8,7,6,5
"739","MA",2020-03-18,0,415,375,423,433,12,12,0,7,2,6,5
"712","MA",2020-03-19,0,421,381,434,437,12,12,0,6,6,11,4
"685","MA",2020-03-20,0,431,386,439,438,12,12,0,10,5,5,1
"658","MA",2020-03-21,0,439,388,444,445,12,12,0,8,2,5,7
"631","MA",2020-03-22,0,446,395,449,448,12,13,0,7,7,5,3
"604","MA",2020-03-23,0,452,401,453,454,12,13,0,6,6,4,6
"577","MA",2020-03-24,0,457,405,459,461,13,13,0,5,4,6,7
"550","MA",2020-03-25,0,462,410,468,465,13,13,0,5,5,9,4
"523","MA",2020-03-26,0,466,414,475,469,13,13,0,4,4,7,4
"496","MA",2020-03-27,0,472,415,481,471,13,13,0,6,1,6,2
"469","MA",2020-03-28,0,480,420,490,474,13,13,0,8,5,9,3
"442","MA",2020-03-29,0,483,423,497,477,13,14,0,3,3,7,3
"415","MA",2020-03-30,0,493,427,501,477,13,14,0,10,4,4,0
"388","MA",2020-03-31,0,503,429,506,477,14,14,0,10,2,5,0
"361","MA",2020-04-01,0,510,429,510,477,14,14,0,7,0,4,0
"334","MA",2020-04-02,0,515,430,518,481,14,14,0,5,1,8,4
"307","MA",2020-04-03,0,519,431,523,482,14,14,0,4,1,5,1
"280","MA",2020-04-04,0,523,434,526,483,14,14,0,4,3,3,1
"253","MA",2020-04-05,0,528,434,531,483,14,15,0,5,0,5,0
"226","MA",2020-04-06,0,536,434,533,485,14,15,0,8,0,2,2
"199","MA",2020-04-07,1,548,435,544,487,15,15,1,12,1,11,2
"172","MA",2020-04-08,1,553,435,555,488,15,15,0,5,0,11,1
"145","MA",2020-04-09,1,559,436,560,488,15,15,0,6,1,5,0
"118","MA",2020-04-10,1,565,436,568,489,15,15,0,6,0,8,1
"91","MA",2020-04-11,1,570,436,575,489,15,15,0,5,0,7,0
"64","MA",2020-04-12,1,577,436,582,489,15,16,0,7,0,7,0
"37","MA",2020-04-13,1,583,436,587,489,15,16,0,6,0,5,0
"10","MA",2020-04-14,1,587,436,595,489,16,16,0,4,0,8,0
"2819","MG",2020-01-01,0,51,0,47,0,1,1,0,51,0,47,0
"2792","MG",2020-01-02,0,94,47,91,38,1,1,0,43,47,44,38
"2765","MG",2020-01-03,0,148,106,130,80,1,1,0,54,59,39,42
"2738","MG",2020-01-04,0,197,163,172,121,1,1,0,49,57,42,41
"2711","MG",2020-01-05,0,250,217,221,165,1,2,0,53,54,49,44
"2684","MG",2020-01-06,0,295,266,251,195,2,2,0,45,49,30,30
"2657","MG",2020-01-07,0,353,334,301,244,2,2,0,58,68,50,49
"2630","MG",2020-01-08,0,422,386,349,288,2,2,0,69,52,48,44
"2603","MG",2020-01-09,0,471,454,397,347,2,2,0,49,68,48,59
"2576","MG",2020-01-10,0,530,515,439,398,2,2,0,59,61,42,51
"2549","MG",2020-01-11,0,583,583,484,449,2,2,0,53,68,45,51
"2522","MG",2020-01-12,0,637,654,525,501,2,3,0,54,71,41,52
"2495","MG",2020-01-13,0,680,711,571,540,3,3,0,43,57,46,39
"2468","MG",2020-01-14,0,750,774,623,598,3,3,0,70,63,52,58
"2441","MG",2020-01-15,0,802,831,669,636,3,3,0,52,57,46,38
"2414","MG",2020-01-16,0,871,886,732,689,3,3,0,69,55,63,53
"2387","MG",2020-01-17,0,923,947,780,745,3,3,0,52,61,48,56
"2360","MG",2020-01-18,0,984,1003,818,794,3,3,0,61,56,38,49
"2333","MG",2020-01-19,0,1040,1058,859,838,3,4,0,56,55,41,44
"2306","MG",2020-01-20,0,1103,1127,906,886,4,4,0,63,69,47,48
"2279","MG",2020-01-21,0,1180,1185,952,933,4,4,0,77,58,46,47
"2252","MG",2020-01-22,0,1224,1245,990,980,4,4,0,44,60,38,47
"2225","MG",2020-01-23,0,1287,1299,1050,1029,4,4,0,63,54,60,49
"2198","MG",2020-01-24,0,1342,1345,1093,1078,4,4,0,55,46,43,49
"2171","MG",2020-01-25,0,1391,1395,1137,1126,4,4,0,49,50,44,48
"2144","MG",2020-01-26,0,1448,1431,1186,1159,4,5,0,57,36,49,33
"2117","MG",2020-01-27,0,1509,1481,1220,1215,5,5,0,61,50,34,56
"2090","MG",2020-01-28,0,1552,1534,1265,1261,5,5,0,43,53,45,46
"2063","MG",2020-01-29,0,1599,1586,1311,1311,5,5,0,47,52,46,50
"2036","MG",2020-01-30,0,1651,1629,1340,1347,5,5,0,52,43,29,36
"2009","MG",2020-01-31,0,1693,1684,1399,1395,5,5,0,42,55,59,48
"1982","MG",2020-02-01,0,1741,1726,1440,1434,5,5,0,48,42,41,39
"1955","MG",2020-02-02,0,1804,1781,1490,1478,5,6,0,63,55,50,44
"1928","MG",2020-02-03,0,1865,1822,1528,1522,6,6,0,61,41,38,44
